"Occurrence_ID"	"Island_ID"	"OceanRegion"	"Archipelagoname"	"IslandName"	"Class"	"Order"	"Family"	"Species_name"	"Species_ID"	"Status"	"Body_mass"	"Log_mass"	"Surrogate_used_mass"	"Flying"	"Diet"	"Long"	"Lat"	"Area"	"Dist"	"SLMP"	"Elev"	"status.binary"
121	13	"Indian"	"Comoros"	"Mayotte"	"Reptilia"	"Squamata"	"Scincidae"	"Mabuya comorensis"	190	"Extant"	46.71	NA	1	0	2	45.143921	-12.823991	371.42	490.16	0.669	473	0
122	13	"Indian"	"Comoros"	"Mayotte"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma nigristriata"	261	"Extant"	2.59	NA	0	0	1	45.143921	-12.823991	371.42	490.16	0.669	473	0
123	13	"Indian"	"Comoros"	"Mayotte"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma laticauda"	260	"Extant"	5.07	NA	0	0	1	45.143921	-12.823991	371.42	490.16	0.669	473	0
124	13	"Indian"	"Comoros"	"Mayotte"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma laticauda"	260	"Extant"	5.07	NA	0	0	1	45.143921	-12.823991	371.42	490.16	0.669	473	0
125	13	"Indian"	"Comoros"	"Mayotte"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma dubia"	254	"Extant"	8.05	NA	0	0	1	45.143921	-12.823991	371.42	490.16	0.669	473	0
126	13	"Indian"	"Comoros"	"Mayotte"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma pasteuri"	263	"Extant"	3.91	NA	0	0	1	45.143921	-12.823991	371.42	490.16	0.669	473	0
127	14	"Indian"	"Comoros"	"Moheli"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus livingstonii"	287	"Extant"	734.27	2.865855785	0	1	3	43.724561	-12.313597	NA	NA	NA	NA	0
128	14	"Indian"	"Comoros"	"Moheli"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus seychellensis"	297	"Extant"	457	2.6599162	0	1	3	43.724561	-12.313597	NA	NA	NA	NA	0
129	14	"Indian"	"Comoros"	"Moheli"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Rousettus obliviosus"	322	"Extant"	44.1	1.644438589	0	1	3	43.724561	-12.313597	NA	NA	NA	NA	0
130	14	"Indian"	"Comoros"	"Moheli"	"Aves"	"Columbiformes"	"Columbidae"	"Columba arquatrix"	58	"Extant"	400	2.602059991	0	1	3	43.724561	-12.313597	NA	NA	NA	NA	0
131	14	"Indian"	"Comoros"	"Moheli"	"Aves"	"Columbiformes"	"Columbidae"	"Turtur tympanistria"	342	"Extant"	70.65	1.849112166	0	1	1	43.724561	-12.313597	NA	NA	NA	NA	0
132	14	"Indian"	"Comoros"	"Moheli"	"Aves"	"Columbiformes"	"Columbidae"	"Treron australis"	335	"Extant"	229	2.359835482	0	1	3	43.724561	-12.313597	NA	NA	NA	NA	0
133	14	"Indian"	"Comoros"	"Moheli"	"Aves"	"Columbiformes"	"Columbidae"	"Alectroenas sganzini"	7	"Extant"	158.5	2.200029267	0	1	3	43.724561	-12.313597	NA	NA	NA	NA	0
134	14	"Indian"	"Comoros"	"Moheli"	"Aves"	"Passeriformes"	"Pycnonotidae"	"Hypsipetes madagascariensis"	168	"Extant"	46.025	1.662993797	0	1	3	43.724561	-12.313597	NA	NA	NA	NA	0
135	14	"Indian"	"Comoros"	"Moheli"	"Aves"	"Passeriformes"	"Pycnonotidae"	"Hypsipetes parvirostris"	170	"Extant"	59.5	1.774516966	0	1	3	43.724561	-12.313597	NA	NA	NA	NA	0
136	14	"Indian"	"Comoros"	"Moheli"	"Aves"	"Passeriformes"	"Turdidae"	"Turdus bewsheri"	339	"Extant"	63.3	1.80140371	0	1	1	43.724561	-12.313597	NA	NA	NA	NA	0
137	14	"Indian"	"Comoros"	"Moheli"	"Aves"	"Passeriformes"	"Vangidae"	"Cyanolanius madagascarinus"	80	"Extant"	22.3	1.348304863	0	1	1	43.724561	-12.313597	NA	NA	NA	NA	0
138	14	"Indian"	"Comoros"	"Moheli"	"Aves"	"Passeriformes"	"Corvidae"	"Corvus albus"	71	"Extant"	524	2.719331287	0	1	1	43.724561	-12.313597	NA	NA	NA	NA	0
139	14	"Indian"	"Comoros"	"Moheli"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops maderaspatanus comorensis"	364	"Extant"	8.8	0.944482672	0	1	1	43.724561	-12.313597	NA	NA	NA	NA	0
140	14	"Indian"	"Comoros"	"Moheli"	"Aves"	"Passeriformes"	"Ploceidae"	"Foudia eminentissima"	121	"Extant"	24.55	1.390051496	0	1	1	43.724561	-12.313597	NA	NA	NA	NA	0
141	14	"Indian"	"Comoros"	"Moheli"	"Aves"	"Psittaciformes"	"Psittacidae"	"Coracopsis vasa"	69	"Extant"	525	2.720159303	0	1	2	43.724561	-12.313597	NA	NA	NA	NA	0
142	14	"Indian"	"Comoros"	"Moheli"	"Reptilia"	"Squamata"	"Scincidae"	"Mabuya comorensis"	190	"Extant"	46.71	NA	1	0	2	43.724561	-12.313597	NA	NA	NA	NA	0
143	14	"Indian"	"Comoros"	"Moheli"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma v-nigra"	265	"Extant"	2.59	NA	0	0	1	43.724561	-12.313597	NA	NA	NA	NA	0
144	14	"Indian"	"Comoros"	"Moheli"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma dubia"	254	"Extant"	8.05	NA	0	0	1	43.724561	-12.313597	NA	NA	NA	NA	0
145	15	"Indian"	"Mascarene"	"Mauritius"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus niger"	290	"Extant"	456.3	2.659250469	0	1	3	57.571984	-20.283626	1868.44	1874.49	0.399	714	0
146	15	"Indian"	"Mascarene"	"Mauritius"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus subniger"	298	"Extinct"	424.334619	2.627708465	1	1	3	57.571984	-20.283626	1868.44	1874.49	0.399	714	1
147	15	"Indian"	"Mascarene"	"Mauritius"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus rodricensis"	295	"Extinct"	253.8	2.404491618	0	1	3	57.571984	-20.283626	1868.44	1874.49	0.399	714	1
148	15	"Indian"	"Mascarene"	"Mauritius"	"Aves"	"Columbiformes"	"Columbidae"	"Alectroenas nitidissima"	4	"Extinct"	165	2.217483944	NA	1	3	57.571984	-20.283626	1868.44	1874.49	0.399	714	1
149	15	"Indian"	"Mascarene"	"Mauritius"	"Aves"	"Columbiformes"	"Columbidae"	"Nesoenas mayeri"	229	"Extant"	303	2.481442629	0	1	2	57.571984	-20.283626	1868.44	1874.49	0.399	714	0
150	15	"Indian"	"Mascarene"	"Mauritius"	"Aves"	"Columbiformes"	"Columbidae"	"Raphus cucullatus"	317	"Extinct"	16000	4.204119983	NA	0	3	57.571984	-20.283626	1868.44	1874.49	0.399	714	1
151	15	"Indian"	"Mascarene"	"Mauritius"	"Aves"	"Passeriformes"	"Pycnonotidae"	"Hypsipetes olivaceus"	169	"Extant"	75	1.875061263	0	1	3	57.571984	-20.283626	1868.44	1874.49	0.399	714	0
152	15	"Indian"	"Mascarene"	"Mauritius"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops mauritianus"	373	"Extant"	9.52	0.978636948	NA	1	1	57.571984	-20.283626	1868.44	1874.49	0.399	714	0
153	15	"Indian"	"Mascarene"	"Mauritius"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops chloronothos"	363	"Extant"	8.1	0.908485019	NA	1	1	57.571984	-20.283626	1868.44	1874.49	0.399	714	0
154	15	"Indian"	"Mascarene"	"Mauritius"	"Aves"	"Passeriformes"	"Ploceidae"	"Foudia rubra"	123	"Extant"	17.7	1.247973266	0	1	1	57.571984	-20.283626	1868.44	1874.49	0.399	714	0
155	15	"Indian"	"Mascarene"	"Mauritius"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops olivaceus"	378	"Extant"	9.15	0.961421094	0	1	1	57.571984	-20.283626	1868.44	1874.49	0.399	714	0
156	15	"Indian"	"Mascarene"	"Mauritius"	"Aves"	"Psittaciformes"	"Psittacidae"	"Lophopsittacus mauritianus"	186	"Extinct"	1750	3.243038049	NA	1	1	57.571984	-20.283626	1868.44	1874.49	0.399	714	1
157	15	"Indian"	"Mascarene"	"Mauritius"	"Aves"	"Psittaciformes"	"Psittacidae"	"Psittacula bensoni"	274	"Extinct"	214	2.330413773	NA	1	2	57.571984	-20.283626	1868.44	1874.49	0.399	714	1
158	15	"Indian"	"Mascarene"	"Mauritius"	"Aves"	"Psittaciformes"	"Psittacidae"	"Psittacula echo"	385	"Extant"	163	2.212187604	1	1	1	57.571984	-20.283626	1868.44	1874.49	0.399	714	0
159	15	"Indian"	"Mascarene"	"Mauritius"	"Reptilia"	"Squamata"	"Scincidae"	"Leiolopisma telfairii"	184	"Extant"	168.31	NA	0	0	2	57.571984	-20.283626	1868.44	1874.49	0.399	714	0
160	15	"Indian"	"Mascarene"	"Mauritius"	"Reptilia"	"Squamata"	"Scincidae"	"Leiolopisma mauritiana"	183	"Extinct"	1349.62	NA	0	0	2	57.571984	-20.283626	1868.44	1874.49	0.399	714	1
161	15	"Indian"	"Mascarene"	"Mauritius"	"Reptilia"	"Squamata"	"Scincidae"	"Gongylomorphus bojeri"	162	"Extinct"	3.647	NA	0	0	1	57.571984	-20.283626	1868.44	1874.49	0.399	714	1
162	15	"Indian"	"Mascarene"	"Mauritius"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma guentheri"	257	"Extant"	74.61057363	1.872800379	0	0	1	57.571984	-20.283626	1868.44	1874.49	0.399	714	0
163	15	"Indian"	"Mascarene"	"Mauritius"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma guimbeaui"	258	"Extant"	7.060438433	0.84883167	0	0	1	57.571984	-20.283626	1868.44	1874.49	0.399	714	0
164	15	"Indian"	"Mascarene"	"Mauritius"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma rosagularis"	264	"Extant"	3.373001316	0.528016511	0	0	1	57.571984	-20.283626	1868.44	1874.49	0.399	714	0
165	15	"Indian"	"Mascarene"	"Mauritius"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma cepediana"	252	"Extant"	5	0.698970004	0	0	1	57.571984	-20.283626	1868.44	1874.49	0.399	714	0
166	15	"Indian"	"Mascarene"	"Mauritius"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma ornata"	262	"Extant"	3.69	NA	0	0	1	57.571984	-20.283626	1868.44	1874.49	0.399	714	0
167	15	"Indian"	"Mascarene"	"Mauritius"	"Reptilia"	"Testudines"	"Testudinidae"	"Cylindraspis triserrata"	85	"Extinct"	78524	NA	1	0	3	57.571984	-20.283626	1868.44	1874.49	0.399	714	1
168	15	"Indian"	"Mascarene"	"Mauritius"	"Reptilia"	"Testudines"	"Testudinidae"	"Cylindraspis inepta"	83	"Extinct"	8196	NA	0	0	3	57.571984	-20.283626	1868.44	1874.49	0.399	714	1
169	16	"Indian"	"Mascarene"	"Reunion"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus subniger"	298	"Extinct"	424.334619	2.627708465	1	1	3	55.532685	-21.133348	2512.65	1699.32	0.467	2930	1
170	16	"Indian"	"Mascarene"	"Reunion"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus niger"	290	"Extant"	456.3	2.659250469	0	1	3	55.532685	-21.133348	2512.65	1699.32	0.467	2930	0
171	16	"Indian"	"Mascarene"	"Reunion"	"Aves"	"Columbiformes"	"Columbidae"	"Alectroenas sp"	8	"Extinct"	165	2.217483944	NA	1	3	55.532685	-21.133348	2512.65	1699.32	0.467	2930	1
172	16	"Indian"	"Mascarene"	"Reunion"	"Aves"	"Columbiformes"	"Columbidae"	"Nesoenas duboisi"	228	"Extinct"	303	2.481442629	NA	1	1	55.532685	-21.133348	2512.65	1699.32	0.467	2930	1
173	16	"Indian"	"Mascarene"	"Reunion"	"Aves"	"Passeriformes"	"Ploceidae"	"Foudia delloni"	120	"Extinct"	17.7	1.247973266	NA	1	1	55.532685	-21.133348	2512.65	1699.32	0.467	2930	1
174	16	"Indian"	"Mascarene"	"Reunion"	"Aves"	"Passeriformes"	"Pycnonotidae"	"Hypsipetes borbonicus"	167	"Extant"	55.3	1.742725131	0	1	3	55.532685	-21.133348	2512.65	1699.32	0.467	2930	0
175	16	"Indian"	"Mascarene"	"Reunion"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops borbonicus"	362	"Extant"	8.2	0.913813852	0	1	1	55.532685	-21.133348	2512.65	1699.32	0.467	2930	0
176	16	"Indian"	"Mascarene"	"Reunion"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops olivaceus"	378	"Extant"	9.15	0.961421094	0	1	1	55.532685	-21.133348	2512.65	1699.32	0.467	2930	0
177	16	"Indian"	"Mascarene"	"Reunion"	"Aves"	"Psittaciformes"	"Psittacidae"	"Mascarinus mascarinus"	196	"Extinct"	525	2.720159303	NA	1	1	55.532685	-21.133348	2512.65	1699.32	0.467	2930	1
178	16	"Indian"	"Mascarene"	"Reunion"	"Aves"	"Psittaciformes"	"Psittacidae"	"Necropsittacus borbonicus"	226	"Extinct"	325	2.511883361	NA	1	1	55.532685	-21.133348	2512.65	1699.32	0.467	2930	1
179	16	"Indian"	"Mascarene"	"Reunion"	"Aves"	"Psittaciformes"	"Psittacidae"	"Psittacula bensoni"	274	"Extinct"	214	2.330413773	NA	1	2	55.532685	-21.133348	2512.65	1699.32	0.467	2930	1
180	16	"Indian"	"Mascarene"	"Reunion"	"Aves"	"Psittaciformes"	"Psittacidae"	"Psittacula eques"	275	"Extinct"	163	2.212187604	0	1	1	55.532685	-21.133348	2512.65	1699.32	0.467	2930	1
181	16	"Indian"	"Mascarene"	"Reunion"	"Reptilia"	"Squamata"	"Scincidae"	"Leiolopisma ceciliae"	182	"Extinct"	758.97	NA	1	0	2	55.532685	-21.133348	2512.65	1699.32	0.467	2930	1
182	16	"Indian"	"Mascarene"	"Reunion"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma borbonica"	251	"Extant"	9.75987912	0.989444439	0	0	1	55.532685	-21.133348	2512.65	1699.32	0.467	2930	0
183	16	"Indian"	"Mascarene"	"Reunion"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma inexpectata"	259	"Extant"	6.17367127	0.790543501	0	0	1	55.532685	-21.133348	2512.65	1699.32	0.467	2930	0
184	16	"Indian"	"Mascarene"	"Reunion"	"Reptilia"	"Testudines"	"Testudinidae"	"Cylindraspis indica"	82	"Extinct"	15294	NA	0	0	3	55.532685	-21.133348	2512.65	1699.32	0.467	2930	1
185	17	"Indian"	"Mascarene"	"Rodrigues"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus rodricensis"	295	"Extant"	253.8	2.404491618	0	1	3	63.421348	-19.716703	111.62	2459.6	0.38	346	0
186	17	"Indian"	"Mascarene"	"Rodrigues"	"Aves"	"Columbiformes"	"Columbidae"	"Alectroenas rodericana"	6	"Extinct"	165	2.217483944	NA	1	3	63.421348	-19.716703	111.62	2459.6	0.38	346	1
187	17	"Indian"	"Mascarene"	"Rodrigues"	"Aves"	"Columbiformes"	"Columbidae"	"Nesoenas rodericana"	230	"Extinct"	303	2.481442629	NA	1	1	63.421348	-19.716703	111.62	2459.6	0.38	346	1
188	17	"Indian"	"Mascarene"	"Rodrigues"	"Aves"	"Columbiformes"	"Columbidae"	"Pezohaps solitaria"	249	"Extinct"	22500	4.352182518	NA	0	2	63.421348	-19.716703	111.62	2459.6	0.38	346	1
189	17	"Indian"	"Mascarene"	"Rodrigues"	"Aves"	"Passeriformes"	"Pycnonotidae"	"Hypsipetes sp."	172	"Extinct"	75	1.875061263	NA	1	3	63.421348	-19.716703	111.62	2459.6	0.38	346	1
190	17	"Indian"	"Mascarene"	"Rodrigues"	"Aves"	"Passeriformes"	"Sturnidae"	"Fregilupus varius"	125	"Extinct"	69.2	1.840106094	NA	1	1	63.421348	-19.716703	111.62	2459.6	0.38	346	1
191	17	"Indian"	"Mascarene"	"Rodrigues"	"Aves"	"Passeriformes"	"Sturnidae"	"Necropsar rodericanus"	225	"Extinct"	69.2	1.840106094	NA	1	1	63.421348	-19.716703	111.62	2459.6	0.38	346	1
192	17	"Indian"	"Mascarene"	"Rodrigues"	"Aves"	"Passeriformes"	"Ploceidae"	"Foudia flavicans"	122	"Extant"	15.35	1.18610838	0	1	1	63.421348	-19.716703	111.62	2459.6	0.38	346	0
193	17	"Indian"	"Mascarene"	"Rodrigues"	"Aves"	"Psittaciformes"	"Psittacidae"	"Necropsittacus rodericanus"	227	"Extinct"	325	2.511883361	NA	1	1	63.421348	-19.716703	111.62	2459.6	0.38	346	1
194	17	"Indian"	"Mascarene"	"Rodrigues"	"Aves"	"Psittaciformes"	"Psittacidae"	"Psittacula exsul"	277	"Extinct"	116.5	2.066325925	1	1	3	63.421348	-19.716703	111.62	2459.6	0.38	346	1
195	17	"Indian"	"Mascarene"	"Rodrigues"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma gigas"	256	"Extinct"	263.6158444	2.42097151	0	0	2	63.421348	-19.716703	111.62	2459.6	0.38	346	1
196	17	"Indian"	"Mascarene"	"Rodrigues"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma edwardnewtonii"	255	"Extinct"	46.45932486	1.667072894	0	0	2	63.421348	-19.716703	111.62	2459.6	0.38	346	1
197	17	"Indian"	"Mascarene"	"Rodrigues"	"Reptilia"	"Testudines"	"Testudinidae"	"Cylindraspis peltastes"	84	"Extinct"	3848	NA	0	0	3	63.421348	-19.716703	111.62	2459.6	0.38	346	1
198	17	"Indian"	"Mascarene"	"Rodrigues"	"Reptilia"	"Testudines"	"Testudinidae"	"Cylindraspis vosmaeri"	86	"Extinct"	78524	NA	0	0	3	63.421348	-19.716703	111.62	2459.6	0.38	346	1
199	18	"Indian"	"Seychelles"	"Aldabra"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus aldabrensis"	282	"Extant"	305	2.484299839	0	1	3	46.340469	-9.38081	NA	NA	NA	NA	0
200	18	"Indian"	"Seychelles"	"Aldabra"	"Aves"	"Columbiformes"	"Columbidae"	"Alectroenas sganzini"	7	"Extant"	158.5	2.200029267	0	1	3	46.340469	-9.38081	NA	NA	NA	NA	0
201	18	"Indian"	"Seychelles"	"Aldabra"	"Aves"	"Passeriformes"	"Corvidae"	"Corvus albus"	71	"Extant"	524	2.719331287	0	1	1	46.340469	-9.38081	NA	NA	NA	NA	0
202	18	"Indian"	"Seychelles"	"Aldabra"	"Aves"	"Passeriformes"	"Pycnonotidae"	"Hypsipetes madagascariensis"	168	"Extant"	46.025	1.662993797	0	1	3	46.340469	-9.38081	NA	NA	NA	NA	0
203	18	"Indian"	"Seychelles"	"Aldabra"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops maderaspatana"	372	"Extant"	8.975	0.953034457	NA	1	1	46.340469	-9.38081	NA	NA	NA	NA	0
204	18	"Indian"	"Seychelles"	"Aldabra"	"Aves"	"Passeriformes"	"Ploceidae"	"Foudia eminentissima"	121	"Extant"	24.55	1.390051496	0	1	1	46.340469	-9.38081	NA	NA	NA	NA	0
205	18	"Indian"	"Seychelles"	"Aldabra"	"Reptilia"	"Testudines"	"Testudinidae"	"Aldabrachelys gigantea"	3	"Extant"	150000	5.176091259	0	0	3	46.340469	-9.38081	NA	NA	NA	NA	0
206	19	"Indian"	"Seychelles"	"LaDigue"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus seychellensis"	297	"Extant"	457	2.6599162	0	1	3	55.837878	-4.360895	10.57	1305.3	0.396	124	0
207	19	"Indian"	"Seychelles"	"LaDigue"	"Aves"	"Columbiformes"	"Columbidae"	"Alectroenas pulcherrima"	5	"Extant"	165	2.217483944	0	1	3	55.837878	-4.360895	10.57	1305.3	0.396	124	0
208	19	"Indian"	"Seychelles"	"LaDigue"	"Aves"	"Passeriformes"	"Pycnonotidae"	"Hypsipetes seychellensis"	171	"Extant"	79.5	1.900367129	NA	1	3	55.837878	-4.360895	10.57	1305.3	0.396	124	0
209	19	"Indian"	"Seychelles"	"LaDigue"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops mayottensis"	374	"Extant"	9.9	0.995635195	0	1	1	55.837878	-4.360895	10.57	1305.3	0.396	124	0
210	19	"Indian"	"Seychelles"	"LaDigue"	"Aves"	"Psittaciformes"	"Psittacidae"	"Psittacula eupatria"	276	"Extinct"	214	2.330413773	0	1	3	55.837878	-4.360895	10.57	1305.3	0.396	124	1
211	19	"Indian"	"Seychelles"	"LaDigue"	"Reptilia"	"Testudines"	"Testudinidae"	"Aldabrachelys gigantea"	3	"Extinct"	150000	5.176091259	0	0	3	55.837878	-4.360895	10.57	1305.3	0.396	124	1
212	20	"Indian"	"Seychelles"	"Mahe"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus seychellensis"	297	"Extinct"	457	2.6599162	0	1	3	55.46728	-4.676443	163.01	1299.55	0.39	757	1
213	20	"Indian"	"Seychelles"	"Mahe"	"Aves"	"Columbiformes"	"Columbidae"	"Alectroenas pulcherrima"	5	"Extant"	165	2.217483944	0	1	3	55.46728	-4.676443	163.01	1299.55	0.39	757	0
214	20	"Indian"	"Seychelles"	"Mahe"	"Aves"	"Passeriformes"	"Pycnonotidae"	"Hypsipetes seychellensis"	171	"Extant"	79.5	1.900367129	NA	1	3	55.46728	-4.676443	163.01	1299.55	0.39	757	0
215	20	"Indian"	"Seychelles"	"Mahe"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops modestus"	376	"Extant"	12.8	1.10720997	0	1	1	55.46728	-4.676443	163.01	1299.55	0.39	757	0
216	20	"Indian"	"Seychelles"	"Mahe"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops mayottensis"	374	"Extant"	9.9	0.995635195	0	1	1	55.46728	-4.676443	163.01	1299.55	0.39	757	0
217	20	"Indian"	"Seychelles"	"Mahe"	"Aves"	"Psittaciformes"	"Psittacidae"	"Psittacula eupatria"	276	"Extinct"	214	2.330413773	0	1	3	55.46728	-4.676443	163.01	1299.55	0.39	757	1
218	20	"Indian"	"Seychelles"	"Mahe"	"Reptilia"	"Testudines"	"Testudinidae"	"Aldabrachelys gigantea"	3	"Extinct"	150000	5.176091259	0	0	3	55.46728	-4.676443	163.01	1299.55	0.39	757	1
219	21	"Indian"	"Seychelles"	"Praslin"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus seychellensis"	297	"Extinct"	457	2.6599162	0	1	3	55.730145	-4.32388	39.32	1293.88	0.394	284	1
220	21	"Indian"	"Seychelles"	"Praslin"	"Aves"	"Columbiformes"	"Columbidae"	"Alectroenas pulcherrima"	5	"Extant"	165	2.217483944	0	1	3	55.730145	-4.32388	39.32	1293.88	0.394	284	0
221	21	"Indian"	"Seychelles"	"Praslin"	"Aves"	"Passeriformes"	"Pycnonotidae"	"Hypsipetes seychellensis"	171	"Extant"	79.5	1.900367129	NA	1	3	55.730145	-4.32388	39.32	1293.88	0.394	284	0
222	21	"Indian"	"Seychelles"	"Praslin"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops mayottensis"	374	"Extant"	9.9	0.995635195	0	1	1	55.730145	-4.32388	39.32	1293.88	0.394	284	0
223	21	"Indian"	"Seychelles"	"Praslin"	"Aves"	"Psittaciformes"	"Psittacidae"	"Coracopsis nigra"	68	"Extinct"	193.5	2.286680969	0	1	3	55.730145	-4.32388	39.32	1293.88	0.394	284	1
224	21	"Indian"	"Seychelles"	"Praslin"	"Aves"	"Psittaciformes"	"Psittacidae"	"Psittacula eupatria"	276	"Extant"	214	2.330413773	0	1	3	55.730145	-4.32388	39.32	1293.88	0.394	284	0
225	21	"Indian"	"Seychelles"	"Praslin"	"Reptilia"	"Testudines"	"Testudinidae"	"Aldabrachelys gigantea"	3	"Extinct"	150000	5.176091259	0	0	3	55.730145	-4.32388	39.32	1293.88	0.394	284	1
226	22	"Indian"	"Seychelles"	"Silhouette"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus seychellensis"	297	"Extinct"	457	2.6599162	0	1	3	55.230665	-4.487211	20.55	1266.02	0.394	471	1
227	22	"Indian"	"Seychelles"	"Silhouette"	"Aves"	"Columbiformes"	"Columbidae"	"Alectroenas pulcherrima"	5	"Extant"	165	2.217483944	0	1	3	55.230665	-4.487211	20.55	1266.02	0.394	471	0
228	22	"Indian"	"Seychelles"	"Silhouette"	"Aves"	"Passeriformes"	"Pycnonotidae"	"Hypsipetes seychellensis"	171	"Extant"	79.5	1.900367129	NA	1	3	55.230665	-4.487211	20.55	1266.02	0.394	471	0
229	22	"Indian"	"Seychelles"	"Silhouette"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops mayottensis"	374	"Extant"	9.9	0.995635195	0	1	1	55.230665	-4.487211	20.55	1266.02	0.394	471	0
230	22	"Indian"	"Seychelles"	"Silhouette"	"Aves"	"Psittaciformes"	"Psittacidae"	"Psittacula eupatria"	276	"Extinct"	214	2.330413773	0	1	3	55.230665	-4.487211	20.55	1266.02	0.394	471	1
231	22	"Indian"	"Seychelles"	"Silhouette"	"Reptilia"	"Testudines"	"Testudinidae"	"Aldabrachelys gigantea"	3	"Extinct"	150000	5.176091259	0	0	3	55.230665	-4.487211	20.55	1266.02	0.394	471	1
232	23	"Pacific"	"Australia"	"LordHoweIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Columba vitiensis"	65	"Extinct"	353	2.547774705	0	1	2	159.07716	-31.553015	17.47	574.56	0.259	260	1
233	23	"Pacific"	"Australia"	"LordHoweIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Chalcophaps indica"	37	"Extant"	137.6666667	2.138828797	0	1	2	159.07716	-31.553015	17.47	574.56	0.259	260	0
234	23	"Pacific"	"Australia"	"LordHoweIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Phaps elegans"	250	"Extant"	211.5	2.325310372	0	1	1	159.07716	-31.553015	17.47	574.56	0.259	260	0
235	23	"Pacific"	"Australia"	"LordHoweIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Ducula bicolor"	98	"Extant"	440.6666667	2.6441102	0	1	3	159.07716	-31.553015	17.47	574.56	0.259	260	0
236	23	"Pacific"	"Australia"	"LordHoweIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Cyanoramphus novaezelandiae"	81	"Extinct"	92.525	1.966259094	0	1	1	159.07716	-31.553015	17.47	574.56	0.259	260	1
237	23	"Pacific"	"Australia"	"LordHoweIsland"	"Aves"	"Gruiformes"	"Rallidae"	"Gallirallus sylvestris"	144	"Extant"	496	2.695481676	0	0	1	159.07716	-31.553015	17.47	574.56	0.259	260	0
238	23	"Pacific"	"Australia"	"LordHoweIsland"	"Aves"	"Gruiformes"	"Rallidae"	"Gallirallus philippensis"	140	"Extant"	207.5	2.317018101	0	1	1	159.07716	-31.553015	17.47	574.56	0.259	260	0
239	23	"Pacific"	"Australia"	"LordHoweIsland"	"Aves"	"Passeriformes"	"Cuculidae"	"Eudynamys taitensis"	119	"Extant"	117	2.068185862	0	1	3	159.07716	-31.553015	17.47	574.56	0.259	260	0
240	23	"Pacific"	"Australia"	"LordHoweIsland"	"Aves"	"Passeriformes"	"Meliphagidae"	"Philemon corniculatus"	269	"Extant"	100.85	2.003675903	0	1	1	159.07716	-31.553015	17.47	574.56	0.259	260	0
